handbags,3.8204E+11,https://i.ebayimg.com/images/g/5ysAAOSw4CFY7mt6/s-l1600.jpg ,Yes,No,,No
handbags,3.8204E+11,https://i.ebayimg.com/images/g/E8oAAOSw3utY7mtO/s-l1600.jpg ,Yes,No,,No
handbags,3.8204E+11,https://i.ebayimg.com/images/g/5ysAAOSw4CFY7mt6/s-l1600.jpg ,Yes,No,,No
handbags,1.22138E+11,https://i.ebayimg.com/images/g/dagAAOSwzaJX3bFC/s-l1600.jpg ,Yes,No,,No
handbags,1.22138E+11,https://i.ebayimg.com/images/g/OkgAAOSw8w1X3bFa/s-l1600.jpg ,Yes,No,,No
handbags,1.22855E+11,https://i.ebayimg.com/images/g/h4QAAOSwy~BaLfTr/s-l1600.jpg ,Yes,No,,No
handbags,1.22855E+11,https://i.ebayimg.com/images/g/hXEAAOSwh1paLfT1/s-l1600.jpg ,Yes,No,,No
handbags,1.22855E+11,https://i.ebayimg.com/images/g/ItQAAOSw5dlaLfUQ/s-l1600.jpg ,Yes,No,Size Info,No
handbags,1.22855E+11,https://i.ebayimg.com/images/g/BC8AAOSwBkRaLfUr/s-l1600.jpg ,Yes,No,,No
handbags,1.22855E+11,https://i.ebayimg.com/images/g/v4gAAOSweLBagQU9/s-l1600.jpg ,Yes,No,,no
handbags,1.22799E+11,https://i.ebayimg.com/images/g/TMMAAOSwjM5aA5nU/s-l1600.jpg ,No,No,,no
handbags,1.22799E+11,https://i.ebayimg.com/images/g/j2kAAOSw~HBaA5cQ/s-l1600.jpg ,No,No,,no
handbags,1.22799E+11,https://i.ebayimg.com/images/g/-nUAAOSwdSRaA5cP/s-l1600.jpg ,No,No,,no
handbags,3.23038E+11,https://i.ebayimg.com/images/g/XTwAAOSwISRabuqk/s-l1600.jpg ,No,No,,no
handbags,3.23038E+11,https://i.ebayimg.com/images/g/9SAAAOSwU91abuqx/s-l1600.jpg ,No,No,,no
handbags,3.23038E+11,https://i.ebayimg.com/images/g/-lMAAOSw6lRabuqr/s-l1600.jpg ,No,No,,no
handbags,3.23038E+11,https://i.ebayimg.com/images/g/yEIAAOSww85abuq2/s-l1600.jpg ,No,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/cZQAAOSwRaRZsgxf/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/VGcAAOSwvflZSLfO/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/JzoAAOSwrfVZTLkb/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/rAMAAOSwwzhZXFHQ/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/QpMAAOSw9~5ZTIe6/s-l500.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/TsUAAOSwXetZUwf9/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/igsAAOSwaEhZEVD~/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/N4wAAOSwcgNZEVEG/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/iiMAAOSwaEhZEVEC/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/06UAAOSwoRBac9y5/s-l1600.jpg ,Yes,No,,no
handbags,1.22486E+11,https://i.ebayimg.com/images/g/jiQAAOSw9mpaH3rW/s-l1600.jpg ,Yes,No,,no
handbags,1.21983E+11,https://i.ebayimg.com/images/g/jiIAAOSwj9lZsjBa/s-l1600.jpg ,Yes,No,,no
handbags,1.21983E+11,https://i.ebayimg.com/images/g/pREAAOSwz71ZP0ue/s-l1600.jpg ,Yes,No,,no
handbags,1.21983E+11,https://i.ebayimg.com/images/g/LpUAAOSw-29ZP0un/s-l1600.jpg ,Yes,No,,no
handbags,1.21983E+11,https://i.ebayimg.com/images/g/EEsAAOSwDrNZP0vA/s-l1600.jpg ,Yes,No,,no
handbags,1.21983E+11,https://i.ebayimg.com/images/g/Le0AAOSw-29ZP0uU/s-l1600.jpg ,Yes,No,,no
handbags,1.21983E+11,https://i.ebayimg.com/images/g/tH4AAOSwVJhZSIWM/s-l1600.jpg ,Yes,No,,no
handbags,2.22834E+11,https://i.ebayimg.com/images/g/mKEAAOSwCglaf~AD/s-l1600.jpg ,Yes,No,,no
handbags,2.22834E+11,https://i.ebayimg.com/images/g/4W0AAOSwmuVaf~AJ/s-l1600.jpg ,Yes,No,,no
handbags,2.22834E+11,https://i.ebayimg.com/images/g/-BcAAOSwxOFaf~A8/s-l1600.jpg ,Yes,No,,no
handbags,2.22834E+11,https://i.ebayimg.com/images/g/sqYAAOSwqfZaf~BY/s-l1600.jpg ,Yes,No,,no
handbags,2.22834E+11,https://i.ebayimg.com/images/g/iqcAAOSw-31af~Bd/s-l1600.jpg ,Yes,No,,no
